Series,Subset,Date,Season,Site,Latitude,Longitude,Transect,Transects,Station,Temperature,Visbility,Depth,DepthRange,Replicate,Species,Phase,Size,Abundance,a,b,allometric,Biomass,Holdfast Use,Blade Use ,Cover,Frondosity
9727,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,3,4,13,10,12,15,NA,Chromiscrusma,NA,20,1,0.0278,2.826,132.0552171,132.0552171,0,1,NA,NA
9728,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,3,4,13,10,12,,NA,Grausnigra,NA,25,1,0.0123,3.16,321.6588751,321.6588751,1,0,NA,NA
9729,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,3,4,13,10,12,,NA,Pinguipeschilensis,NA,40,1,0.0346,2.703,740.3622308,740.3622308,1,0,NA,NA
9730,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,3,5,13,10,12.2,15,NA,Chromiscrusma,NA,15,1,0.0278,2.826,58.57046797,58.57046797,0,0,NA,NA
9731,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,3,5,13,10,12.2,15,NA,Chromiscrusma,NA,15,1,0.0278,2.826,58.57046797,58.57046797,0,0,NA,NA
9732,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,3,5,13,10,12.2,15,NA,Chromiscrusma,NA,15,1,0.0278,2.826,58.57046797,58.57046797,0,0,NA,NA
9733,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,3,5,13,10,12.2,15,NA,Chromiscrusma,NA,15,1,0.0278,2.826,58.57046797,58.57046797,0,0,NA,NA
9734,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,3,5,13,10,12.2,15,NA,Chromiscrusma,NA,15,1,0.0278,2.826,58.57046797,58.57046797,0,0,NA,NA
9735,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,3,5,13,10,12.2,15,NA,Chromiscrusma,NA,15,1,0.0278,2.826,58.57046797,58.57046797,0,0,NA,NA
9736,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,3,5,13,10,12.2,15,NA,Chromiscrusma,NA,15,1,0.0278,2.826,58.57046797,58.57046797,0,0,NA,NA
9737,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,3,5,13,10,12.2,15,NA,Chromiscrusma,NA,15,1,0.0278,2.826,58.57046797,58.57046797,0,0,NA,NA
9738,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,3,5,13,10,12.2,15,NA,Chromiscrusma,NA,15,1,0.0278,2.826,58.57046797,58.57046797,0,0,NA,NA
9739,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,3,5,13,10,12.2,15,NA,Chromiscrusma,NA,15,1,0.0278,2.826,58.57046797,58.57046797,0,0,NA,NA
9740,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,3,5,13,10,12.2,15,NA,Chromiscrusma,NA,15,1,0.0278,2.826,58.57046797,58.57046797,0,0,NA,NA
9741,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,3,5,13,10,12.2,15,NA,Chromiscrusma,NA,15,1,0.0278,2.826,58.57046797,58.57046797,0,0,NA,NA
9742,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,3,5,13,10,12.2,15,NA,Chromiscrusma,NA,15,1,0.0278,2.826,58.57046797,58.57046797,0,0,NA,NA
9743,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,3,5,13,10,12.2,15,NA,Chromiscrusma,NA,15,1,0.0278,2.826,58.57046797,58.57046797,0,0,NA,NA
9744,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,3,5,13,10,12.2,15,NA,Chromiscrusma,NA,15,1,0.0278,2.826,58.57046797,58.57046797,0,0,NA,NA
9745,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,3,5,13,10,12.2,15,NA,Chromiscrusma,NA,15,1,0.0278,2.826,58.57046797,58.57046797,0,0,NA,NA
9746,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,3,5,13,10,12.2,15,NA,Chromiscrusma,NA,15,1,0.0278,2.826,58.57046797,58.57046797,0,0,NA,NA
9747,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,3,5,13,10,12.2,15,NA,Chromiscrusma,NA,15,1,0.0278,2.826,58.57046797,58.57046797,0,0,NA,NA
9748,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,3,5,13,10,12.2,15,NA,Chromiscrusma,NA,15,1,0.0278,2.826,58.57046797,58.57046797,0,0,NA,NA
9749,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,3,5,13,10,12.2,15,NA,Chromiscrusma,NA,15,1,0.0278,2.826,58.57046797,58.57046797,0,0,NA,NA
9750,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,3,5,13,10,12.2,,NA,Pinguipeschilensis,NA,20,1,0.0346,2.703,113.6999247,113.6999247,1,0,NA,NA
9751,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,3,5,13,10,12.2,,NA,Pinguipeschilensis,NA,15,1,0.0346,2.703,52.24572643,52.24572643,1,0,NA,NA
9752,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,3,5,13,10,12.2,,NA,Scartichthysviridis,NA,10,1,0.0191,2.736,10.40000067,10.40000067,1,0,NA,NA
9753,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,6,13,10,10,,NA,Semicossyphusdarwini,NA,50,1,0.0134,2.971,1495.356288,1495.356288,0,1,NA,NA
9754,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,6,13,10,10,10,NA,Chromiscrusma,NA,3,1,0.0278,2.826,0.61999682,0.61999682,0,1,NA,NA
9755,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,6,13,10,10,10,NA,Chromiscrusma,NA,3,1,0.0278,2.826,0.61999682,0.61999682,0,1,NA,NA
9756,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,6,13,10,10,10,NA,Chromiscrusma,NA,3,1,0.0278,2.826,0.61999682,0.61999682,0,1,NA,NA
9757,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,6,13,10,10,10,NA,Chromiscrusma,NA,3,1,0.0278,2.826,0.61999682,0.61999682,0,1,NA,NA
9758,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,6,13,10,10,10,NA,Chromiscrusma,NA,3,1,0.0278,2.826,0.61999682,0.61999682,0,1,NA,NA
9759,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,6,13,10,10,10,NA,Chromiscrusma,NA,3,1,0.0278,2.826,0.61999682,0.61999682,0,1,NA,NA
9760,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,6,13,10,10,10,NA,Chromiscrusma,NA,3,1,0.0278,2.826,0.61999682,0.61999682,0,1,NA,NA
9761,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,6,13,10,10,10,NA,Chromiscrusma,NA,3,1,0.0278,2.826,0.61999682,0.61999682,0,1,NA,NA
9762,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,6,13,10,10,10,NA,Chromiscrusma,NA,3,1,0.0278,2.826,0.61999682,0.61999682,0,1,NA,NA
9763,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,6,13,10,10,10,NA,Chromiscrusma,NA,3,1,0.0278,2.826,0.61999682,0.61999682,0,1,NA,NA
9764,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,6,13,10,10,10,NA,Chromiscrusma,NA,3,1,0.0278,2.826,0.61999682,0.61999682,0,1,NA,NA
9765,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,6,13,10,10,10,NA,Chromiscrusma,NA,3,1,0.0278,2.826,0.61999682,0.61999682,0,1,NA,NA
9766,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,6,13,10,10,10,NA,Chromiscrusma,NA,3,1,0.0278,2.826,0.61999682,0.61999682,0,1,NA,NA
9767,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,6,13,10,10,10,NA,Aplodactyluspunctatus,NA,15,1,0.0108,3.067,43.70142988,43.70142988,0,1,NA,NA
9768,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,6,13,10,10,10,NA,Aplodactyluspunctatus,NA,10,1,0.0108,3.067,12.60154386,12.60154386,0,1,NA,NA
9769,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,6,13,10,10,10,NA,Aplodactyluspunctatus,NA,40,1,0.0108,3.067,884.9968989,884.9968989,1,0,NA,NA
9770,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,7,13,10,11.1,15,NA,Cheilodactylusvariegatus,NA,30,1,0.0208,2.969,505.4012832,505.4012832,1,0,NA,NA
9771,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,7,13,10,11.1,15,NA,Chromiscrusma,NA,10,1,0.0278,2.826,18.62279214,18.62279214,0,1,NA,NA
9772,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,7,13,10,11.1,15,NA,Chromiscrusma,NA,15,1,0.0278,2.826,58.57046797,58.57046797,0,1,NA,NA
9773,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,7,13,10,11.1,15,NA,Chromiscrusma,NA,20,1,0.0278,2.826,132.0552171,132.0552171,0,1,NA,NA
9774,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,7,13,10,11.1,15,NA,Chromiscrusma,NA,20,1,0.0278,2.826,132.0552171,132.0552171,0,1,NA,NA
9775,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,8,13,10,10,10,NA,Chromiscrusma,NA,5,1,0.0278,2.826,2.62623768,2.62623768,0,1,NA,NA
9776,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,8,13,10,10,10,NA,Chromiscrusma,NA,5,1,0.0278,2.826,2.62623768,2.62623768,0,1,NA,NA
9777,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,8,13,10,10,10,NA,Chromiscrusma,NA,5,1,0.0278,2.826,2.62623768,2.62623768,0,1,NA,NA
9778,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,8,13,10,10,10,NA,Chromiscrusma,NA,5,1,0.0278,2.826,2.62623768,2.62623768,0,1,NA,NA
9779,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,8,13,10,10,10,NA,Chromiscrusma,NA,5,1,0.0278,2.826,2.62623768,2.62623768,0,1,NA,NA
9780,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,8,13,10,10,10,NA,Chromiscrusma,NA,5,1,0.0278,2.826,2.62623768,2.62623768,0,1,NA,NA
9781,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,8,13,10,10,10,NA,Chromiscrusma,NA,5,1,0.0278,2.826,2.62623768,2.62623768,0,1,NA,NA
9782,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,9,13,10,10,10,NA,Aplodactyluspunctatus,NA,40,1,0.0108,3.067,884.9968989,884.9968989,0,1,NA,NA
9783,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,9,13,10,10,10,NA,Cheilodactylusvariegatus,NA,50,1,0.0208,2.969,2303.060134,2303.060134,1,0,NA,NA
9784,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,10,13,10,10,10,NA,Aplodactyluspunctatus,NA,30,1,0.0108,3.067,366.2306128,366.2306128,1,0,NA,NA
9785,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,10,13,10,10,10,NA,Aplodactyluspunctatus,NA,5,1,0.0108,3.067,1.503712323,1.503712323,0,1,NA,NA
9786,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,10,13,10,10,10,NA,Aplodactyluspunctatus,NA,5,1,0.0108,3.067,1.503712323,1.503712323,0,1,NA,NA
9787,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,10,13,10,10,10,NA,Aplodactyluspunctatus,NA,5,1,0.0108,3.067,1.503712323,1.503712323,0,1,NA,NA
9788,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,10,13,10,10,10,NA,Aplodactyluspunctatus,NA,5,1,0.0108,3.067,1.503712323,1.503712323,0,1,NA,NA
9789,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,10,13,10,10,10,NA,Aplodactyluspunctatus,NA,5,1,0.0108,3.067,1.503712323,1.503712323,0,1,NA,NA
9790,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,10,13,10,10,10,NA,Aplodactyluspunctatus,NA,5,1,0.0108,3.067,1.503712323,1.503712323,0,1,NA,NA
9791,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,10,13,10,10,10,NA,Aplodactyluspunctatus,NA,5,1,0.0108,3.067,1.503712323,1.503712323,0,1,NA,NA
9792,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,10,13,10,10,10,NA,Aplodactyluspunctatus,NA,5,1,0.0108,3.067,1.503712323,1.503712323,0,1,NA,NA
9793,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,10,13,10,10,10,NA,Aplodactyluspunctatus,NA,5,1,0.0108,3.067,1.503712323,1.503712323,0,1,NA,NA
9794,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,10,13,10,10,10,NA,Aplodactyluspunctatus,NA,5,1,0.0108,3.067,1.503712323,1.503712323,0,1,NA,NA
9795,Fish,27demarzo,Fall2013,PuntatalcaAMERB,-30.87694613,-71.68518531,2,4,10,13,10,10,10,NA,Aplodactyluspunctatus,NA,10,1,0.0108,3.067,12.60154386,12.60154386,0,1,NA,NA
9796,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,1,1,14,15,16.9,,NA,Pinguipeschilensis,NA,40,1,0.0346,2.703,740.3622308,740.3622308,1,0,NA,NA
9797,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,1,1,14,15,16.9,,NA,Pinguipeschilensis,NA,35,1,0.0346,2.703,516.0502855,516.0502855,1,0,NA,NA
9798,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,1,1,14,15,16.9,,NA,Scartichthysviridis,NA,15,1,0.0191,2.736,31.5369037,31.5369037,0,0,NA,NA
9799,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,1,1,14,15,16.9,,NA,Scartichthysviridis,NA,15,1,0.0191,2.736,31.5369037,31.5369037,0,0,NA,NA
9800,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,1,1,14,15,16.9,20,NA,Aplodactyluspunctatus,NA,35,1,0.0108,3.067,587.5981875,587.5981875,0,0,NA,NA
9801,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,1,2,14,15,15.8,,NA,Sebastesoculatus,NA,6,1,0.0448,2.636,5.040628725,5.040628725,1,0,NA,NA
9802,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,1,2,14,15,15.8,,NA,Scartichthysviridis,NA,10,1,0.0191,2.736,10.40000067,10.40000067,0,0,NA,NA
9803,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,1,2,14,15,15.8,,NA,Scartichthysviridis,NA,12,1,0.0191,2.736,17.12668288,17.12668288,0,0,NA,NA
9804,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,1,3,14,15,15,,NA,Scartichthysviridis,NA,20,1,0.0191,2.736,69.2869486,69.2869486,1,0,NA,NA
9805,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,1,3,14,15,15,,NA,Scartichthysviridis,NA,20,1,0.0191,2.736,69.2869486,69.2869486,1,0,NA,NA
9806,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,1,3,14,15,15,,NA,Scartichthysviridis,NA,20,1,0.0191,2.736,69.2869486,69.2869486,1,0,NA,NA
9807,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,1,3,14,15,15,,NA,Scartichthysviridis,NA,15,1,0.0191,2.736,31.5369037,31.5369037,1,0,NA,NA
9808,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,1,3,14,15,15,,NA,Scartichthysgigas,NA,8,1,0.0191,2.736,5.647907452,5.647907452,1,0,NA,NA
9809,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,1,3,14,15,15,15,NA,Cheilodactylusvariegatus,NA,30,1,0.0208,2.969,505.4012832,505.4012832,1,0,NA,NA
9810,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,1,4,14,15,13.9,15,NA,Aplodactyluspunctatus,NA,10,1,0.0108,3.067,12.60154386,12.60154386,1,0,NA,NA
9811,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,1,4,14,15,13.9,15,NA,Aplodactyluspunctatus,NA,7,1,0.0108,3.067,4.220262299,4.220262299,0,1,NA,NA
9812,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,1,4,14,15,13.9,,NA,Scartichthysgigas,NA,15,1,0.0191,2.736,31.5369037,31.5369037,0,0,NA,NA
9813,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,1,5,14,15,14.6,15,NA,Cheilodactylusvariegatus,NA,30,1,0.0208,2.969,505.4012832,505.4012832,1,0,NA,NA
9814,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,1,5,14,15,14.6,,NA,Scartichthysgigas,NA,15,1,0.0191,2.736,31.5369037,31.5369037,0,0,NA,NA
9815,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,1,5,14,15,14.6,,NA,Scartichthysgigas,NA,15,1,0.0191,2.736,31.5369037,31.5369037,1,0,NA,NA
9816,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,1,5,14,15,14.6,,NA,Scartichthysgigas,NA,10,1,0.0191,2.736,10.40000067,10.40000067,0,0,NA,NA
9817,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,1,5,14,15,14.6,,NA,Scartichthysgigas,NA,10,1,0.0191,2.736,10.40000067,10.40000067,0,0,NA,NA
9818,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,1,5,14,15,14.6,15,NA,Aplodactyluspunctatus,NA,7,1,0.0108,3.067,4.220262299,4.220262299,0,1,NA,NA
9819,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,1,5,14,15,14.6,15,NA,Aplodactyluspunctatus,NA,30,1,0.0108,3.067,366.2306128,366.2306128,1,0,NA,NA
9820,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,1,5,14,15,14.6,,NA,Pinguipeschilensis,NA,45,1,0.0346,2.703,1017.910334,1017.910334,0,1,NA,NA
9821,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,2,6,14,15,14.6,15,NA,Chromiscrusma,NA,6,1,0.0278,2.826,4.396430676,4.396430676,0,1,NA,NA
9822,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,2,6,14,15,14.6,15,NA,Chromiscrusma,NA,6,1,0.0278,2.826,4.396430676,4.396430676,0,1,NA,NA
9823,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,2,6,14,15,14.6,15,NA,Chromiscrusma,NA,6,1,0.0278,2.826,4.396430676,4.396430676,0,1,NA,NA
9824,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,2,6,14,15,14.6,15,NA,Chromiscrusma,NA,6,1,0.0278,2.826,4.396430676,4.396430676,0,1,NA,NA
9825,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,2,6,14,15,14.6,15,NA,Chromiscrusma,NA,6,1,0.0278,2.826,4.396430676,4.396430676,0,1,NA,NA
9826,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,2,6,14,15,14.6,15,NA,Chromiscrusma,NA,6,1,0.0278,2.826,4.396430676,4.396430676,0,1,NA,NA
9827,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,2,6,14,15,14.6,15,NA,Chromiscrusma,NA,6,1,0.0278,2.826,4.396430676,4.396430676,0,1,NA,NA
9828,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,2,6,14,15,14.6,15,NA,Chromiscrusma,NA,6,1,0.0278,2.826,4.396430676,4.396430676,0,1,NA,NA
9829,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,2,6,14,15,14.6,15,NA,Chromiscrusma,NA,6,1,0.0278,2.826,4.396430676,4.396430676,0,1,NA,NA
9830,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,2,6,14,15,14.6,15,NA,Chromiscrusma,NA,6,1,0.0278,2.826,4.396430676,4.396430676,0,1,NA,NA
9831,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,2,6,14,15,14.6,15,NA,Chromiscrusma,NA,6,1,0.0278,2.826,4.396430676,4.396430676,0,1,NA,NA
9832,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,2,6,14,15,14.6,15,NA,Chromiscrusma,NA,6,1,0.0278,2.826,4.396430676,4.396430676,0,1,NA,NA
9833,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,2,6,14,15,14.6,15,NA,Chromiscrusma,NA,6,1,0.0278,2.826,4.396430676,4.396430676,0,1,NA,NA
9834,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,2,6,14,15,14.6,15,NA,Chromiscrusma,NA,6,1,0.0278,2.826,4.396430676,4.396430676,0,1,NA,NA
9835,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,2,6,14,15,14.6,15,NA,Chromiscrusma,NA,6,1,0.0278,2.826,4.396430676,4.396430676,0,1,NA,NA
9836,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,2,6,14,15,14.6,15,NA,Chromiscrusma,NA,6,1,0.0278,2.826,4.396430676,4.396430676,0,1,NA,NA
9837,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,2,6,14,15,14.6,15,NA,Chromiscrusma,NA,6,1,0.0278,2.826,4.396430676,4.396430676,0,1,NA,NA
9838,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,2,6,14,15,14.6,15,NA,Chromiscrusma,NA,6,1,0.0278,2.826,4.396430676,4.396430676,0,1,NA,NA
9839,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,2,6,14,15,14.6,15,NA,Chromiscrusma,NA,6,1,0.0278,2.826,4.396430676,4.396430676,0,1,NA,NA
9840,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,2,6,14,15,14.6,,NA,Trachurusmurphyi,NA,25,1,0.0213,2.757,152.229986,152.229986,0,1,NA,NA
9841,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,2,6,14,15,14.6,,NA,Trachurusmurphyi,NA,25,1,0.0213,2.757,152.229986,152.229986,0,1,NA,NA
9842,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,2,6,14,15,14.6,,NA,Trachurusmurphyi,NA,25,1,0.0213,2.757,152.229986,152.229986,0,1,NA,NA
9843,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,2,6,14,15,14.6,,NA,Trachurusmurphyi,NA,25,1,0.0213,2.757,152.229986,152.229986,0,1,NA,NA
9844,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,2,6,14,15,14.6,,NA,Trachurusmurphyi,NA,25,1,0.0213,2.757,152.229986,152.229986,0,1,NA,NA
9845,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,2,6,14,15,14.6,,NA,Trachurusmurphyi,NA,25,1,0.0213,2.757,152.229986,152.229986,0,1,NA,NA
9846,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,2,6,14,15,14.6,,NA,Trachurusmurphyi,NA,25,1,0.0213,2.757,152.229986,152.229986,0,1,NA,NA
9847,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,2,6,14,15,14.6,,NA,Trachurusmurphyi,NA,25,1,0.0213,2.757,152.229986,152.229986,0,1,NA,NA
9848,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,2,6,14,15,14.6,,NA,Trachurusmurphyi,NA,25,1,0.0213,2.757,152.229986,152.229986,0,1,NA,NA
9849,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,2,6,14,15,14.6,,NA,Trachurusmurphyi,NA,25,1,0.0213,2.757,152.229986,152.229986,0,1,NA,NA
9850,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,2,6,14,15,14.6,,NA,Trachurusmurphyi,NA,25,1,0.0213,2.757,152.229986,152.229986,0,1,NA,NA
9851,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,2,6,14,15,14.6,,NA,Trachurusmurphyi,NA,25,1,0.0213,2.757,152.229986,152.229986,0,1,NA,NA
9852,Fish,2deabril,Fall2013,ZapallarAmerb,-32.54715419,-71.46500893,1,2,6,14,15,14.6,,NA,Trachurusmurphyi,NA,25,1,0.0213,2.757,152.229986,152.229986,0,1,NA,NA
