serie,Survey,Habitat,Exposure,Site,Zone,Sampler,Date,Transect,Station-replicate,Depth,Pseudoreplicate,Species,Abundance,Width,Stipes,High 1,High 2,Mean High,Length,Frondosity,comentario,Data_Entry,Num_parches
1299,2,coral,exposed,Frente Hotel,shallow,Julieta Martinelli,21-03-17,1,3,,2,Pocillopora spp.,1,10,na,5,,5,,na,,,
1300,2,coral,exposed,Frente Hotel,shallow,Julieta Martinelli,21-03-17,1,3,,2,Pocillopora spp.,1,12,na,12,,12,,na,,,
1301,2,coral,exposed,Frente Hotel,shallow,Julieta Martinelli,21-03-17,1,3,,2,Porites lobata,1,28,na,27,,27,,na,,,
1302,2,coral,exposed,Frente Hotel,shallow,Julieta Martinelli,21-03-17,1,3,,2,Porites lobata,1,32,na,28,,28,,na,,,
1303,2,coral,exposed,Frente Hotel,shallow,Julieta Martinelli,21-03-17,1,4,,1,Pocillopora spp.,1,13,na,28,,28,,na,,,
1304,2,coral,exposed,Frente Hotel,shallow,Julieta Martinelli,21-03-17,1,4,,1,Pocillopora spp.,1,12,na,20,,20,,na,,,
1305,2,coral,exposed,Frente Hotel,shallow,Julieta Martinelli,21-03-17,1,4,,1,Pocillopora spp.,1,10,na,31,,31,,na,,,
1306,2,coral,exposed,Frente Hotel,shallow,Julieta Martinelli,21-03-17,1,4,,1,Porites lobata,1,35,na,25,,25,,na,,,
1307,2,coral,exposed,Frente Hotel,shallow,Julieta Martinelli,21-03-17,1,4,,1,Porites lobata,1,18,na,14,,14,,na,,,
1308,2,coral,exposed,Frente Hotel,shallow,Julieta Martinelli,21-03-17,1,4,,1,Porites lobata,1,10,na,23,,23,,na,,,
1309,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,1,,1,Porites lobata,1,8,na,15,19,17,,na,Transecto 3 quedó cerca del 2,,
1310,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,1,,1,Porites lobata,1,12,na,20,20,20,,na,,,
1311,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,1,,1,Porites lobata,1,25,na,25,,25,,na,,,
1312,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,1,,1,Porites lobata,1,15,na,22,23,22.5,,na,,,
1313,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,1,,1,Porites lobata,1,25,na,15,,15,,na,,,
1314,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,1,,1,Porites lobata,1,16,na,26,,26,,na,,,
1315,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,1,,1,Porites lobata,1,19,na,24,,24,,na,,,
1316,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,1,,1,Porites lobata,1,33,na,29,20,24.5,,na,,,
1317,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,1,,1,Pocillopora spp.,1,30,na,18,,18,,na,,,
1318,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,1,,2,Porites lobata,1,120,na,27,82,54.5,,na,,,
1319,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,2,,1,Porites lobata,1,20,na,23,,23,,na,,,
1320,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,2,,1,Pocillopora spp.,1,24,na,13,,13,,na,,,
1321,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,2,,1,Pocillopora spp.,1,28,na,10,,10,,na,,,
1322,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,2,,2,Porites lobata,1,14,na,27,30,28.5,,na,,,
1323,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,2,,2,Porites lobata,1,7,na,5,,5,,na,,,
1324,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,2,,2,Porites lobata,1,7,na,8,,8,,na,,,
1325,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,2,,2,Porites lobata,1,10,na,7,5,6,,na,,,
1326,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,2,,2,Pocillopora spp.,1,27,na,17,,17,,na,,,
1327,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,2,,2,Pocillopora spp.,1,24,na,13,,13,,na,,,
1328,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,2,,2,Pocillopora spp.,1,16,na,10,,10,,na,,,
1329,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,2,,2,Pocillopora spp.,1,15,na,9,,9,,na,,,
1330,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,3,,1,Porites lobata,1,36,na,35,,35,,na,,,
1331,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,3,,1,Porites lobata,1,23,na,20,,20,,na,,,
1332,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,3,,1,Porites lobata,1,29,na,35,,35,,na,,,
1333,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,3,,1,Porites lobata,1,32,na,32,,32,,na,,,
1334,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,3,,1,Pocillopora spp.,1,13,na,15,,15,,na,,,
1335,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,3,,1,Pocillopora spp.,1,11,na,11,,11,,na,,,
1336,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,3,,2,Porites lobata,1,13,na,21,37,29,,na,,,
1337,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,3,,2,Porites lobata,1,24,na,21,,21,,na,,,
1338,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,3,,2,Porites lobata,1,21,na,16,,16,,na,,,
1339,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,3,,2,Porites lobata,1,30,na,22,,22,,na,,,
1340,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,3,,2,Porites lobata,1,34,na,16,,16,,na,,,
1341,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,3,,2,Porites lobata,1,20,na,30,,30,,na,,,
1342,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,3,,2,Pocillopora spp.,1,13,na,8,,8,,na,,,
1343,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,4,,1,Porites lobata,1,9,na,1,,1,,na,,,
1344,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,4,,1,Porites lobata,1,20,na,1,,1,,na,,,
1345,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,4,,1,Pocillopora spp.,1,13,na,16,,16,,na,,,
1346,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,4,,1,Pocillopora spp.,1,24,na,14,,14,,na,,,
1347,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,4,,1,Pocillopora spp.,1,28,na,11,,11,,na,,,
1348,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,4,,1,Pocillopora spp.,1,29,na,15,,15,,na,,,
1349,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,4,,1,Pocillopora spp.,1,15,na,9,,9,,na,,,
1350,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,4,,1,Pocillopora spp.,1,30,na,16,,16,,na,,,
1351,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,4,,2,Porites lobata,1,30,na,100,,100,,na,,,
1352,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,4,,2,Pocillopora spp.,1,25,na,10,,10,,na,,,
1353,2,coral,exposed,Frente Hotel,shallow,Camila Gonzales,21-03-17,2,4,,2,Pocillopora spp.,1,30,na,13,,13,,na,,,
1354,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,1,1,,1,Lessonia trabeculata,1,16,10,na,na,#¡DIV/0!,130,4,,,
1355,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,1,1,,1,Lessonia trabeculata,1,25,10,na,na,#¡DIV/0!,120,4,,,
1356,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,1,1,,1,Lessonia trabeculata,1,5,2,na,na,#¡DIV/0!,60,3,,,
1357,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,1,1,,1,Lessonia trabeculata,1,20,7,na,na,#¡DIV/0!,140,5,,,
1358,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,1,1,,2,Lessonia trabeculata,1,36,10,na,na,#¡DIV/0!,210,4,,,
1359,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,1,2,,1,Lessonia trabeculata,1,18,16,na,na,#¡DIV/0!,100,,,,
1360,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,1,2,,1,Lessonia trabeculata,1,30,24,na,na,#¡DIV/0!,130,,Coalescente,,
1361,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,1,2,,1,Lessonia trabeculata,1,5,4,na,na,#¡DIV/0!,50,,,,
1362,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,1,2,,2,Lessonia trabeculata,1,26,8,na,na,#¡DIV/0!,176,5,,,
1363,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,1,2,,2,Lessonia trabeculata,1,46,13,na,na,#¡DIV/0!,220,5,,,
1364,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,1,2,,2,Lessonia trabeculata,1,20,9,na,na,#¡DIV/0!,140,5,,,
1365,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,1,3,,1,Lessonia trabeculata,1,25,12,na,na,#¡DIV/0!,150,2,,,
1366,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,1,3,,1,Lessonia trabeculata,1,30,14,na,na,#¡DIV/0!,190,4,,,
1367,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,1,3,,1,Lessonia trabeculata,1,12,3,na,na,#¡DIV/0!,100,2,,,
1368,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,1,3,,2,Lessonia trabeculata,1,28,16,na,na,#¡DIV/0!,152,4,,,
1369,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,1,4,,1,Lessonia trabeculata,1,28,14,na,na,#¡DIV/0!,180,5,Arbustiva,,
1370,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,1,4,,1,Lessonia trabeculata,1,25,20,na,na,#¡DIV/0!,180,5,Arbustiva,,
1371,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,1,4,,1,Lessonia trabeculata,1,15,17,na,na,#¡DIV/0!,150,5,Arbustiva,,
1372,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,1,4,,2,Lessonia trabeculata,1,36,20,na,na,#¡DIV/0!,160,5,Arbustiva,,
1373,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,1,4,,2,Lessonia trabeculata,1,33,9,na,na,#¡DIV/0!,126,4,Arbustiva,,
1374,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,1,4,,2,Lessonia trabeculata,1,18,4,na,na,#¡DIV/0!,110,3,Arbustiva,,
1375,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,2,1,,1,Lessonia trabeculata,0,0,0,na,na,#¡DIV/0!,0,0,,,
1376,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,2,1,,2,Lessonia trabeculata,1,20,9,na,na,#¡DIV/0!,125,3,,,
1377,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,2,2,,1,Lessonia trabeculata,1,20,9,na,na,#¡DIV/0!,120,5,,,
1378,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,2,2,,1,Lessonia trabeculata,1,5,2,na,na,#¡DIV/0!,50,2,,,
1379,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,2,2,,1,Lessonia trabeculata,1,8,1,na,na,#¡DIV/0!,80,5,,,
1380,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,2,2,,1,Lessonia trabeculata,1,12,5,na,na,#¡DIV/0!,100,4,,,
1381,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,2,2,,1,Lessonia trabeculata,1,18,11,na,na,#¡DIV/0!,110,5,,,
1382,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,2,2,,1,Lessonia trabeculata,1,23,10,na,na,#¡DIV/0!,120,5,,,
1383,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,2,2,,2,Lessonia trabeculata,1,14,6,na,na,#¡DIV/0!,141,4,Arborecente,,
1384,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,2,2,,2,Lessonia trabeculata,1,36,9,na,na,#¡DIV/0!,136,4,Arborecente,,
1385,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,2,3,,1,Lessonia trabeculata,1,20,8,na,na,#¡DIV/0!,130,3,,,
1386,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,2,3,,1,Lessonia trabeculata,1,10,2,na,na,#¡DIV/0!,110,,,,
1387,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,2,3,,1,Lessonia trabeculata,1,10,2,na,na,#¡DIV/0!,100,,,,
1388,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,2,3,,2,Lessonia trabeculata,1,28,10,na,na,#¡DIV/0!,175,5,Arborecente,,
1389,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,2,3,,2,Lessonia trabeculata,1,15,4,na,na,#¡DIV/0!,140,3,,,
1390,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,2,4,,1,Lessonia trabeculata,1,25,26,na,na,#¡DIV/0!,140,5,Arbustiva,,
1391,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,2,4,,1,Lessonia trabeculata,1,3,3,na,na,#¡DIV/0!,50,2,,,
1392,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,2,4,,1,Lessonia trabeculata,1,30,9,na,na,#¡DIV/0!,180,3,,,
1393,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,2,4,,2,Lessonia trabeculata,1,45,8,na,na,#¡DIV/0!,145,3,Arbustiva,,
1394,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,2,4,,2,Lessonia trabeculata,1,20,6,na,na,#¡DIV/0!,139,4,Arbustiva,,
1395,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,29-08-17,2,4,,2,Lessonia trabeculata,1,26,10,na,na,#¡DIV/0!,110,4,Arbustiva,,
1396,1,kelp,protected,Los Molles,shallow,Catalina y Rodri A.,29-08-17,1,1,,1,Lessonia trabeculata,1,50,15,na,na,#¡DIV/0!,145,,Arbustiva,,
1397,1,kelp,protected,Los Molles,shallow,Catalina y Rodri A.,29-08-17,1,1,,1,Lessonia trabeculata,1,16,2,na,na,#¡DIV/0!,175,,Arbustiva,,
1398,1,kelp,protected,Los Molles,shallow,Catalina y Rodri A.,29-08-17,1,1,,2,Lessonia trabeculata,1,48,8,na,na,#¡DIV/0!,122,,,,
1399,1,kelp,protected,Los Molles,shallow,Catalina y Rodri A.,29-08-17,1,2,,1,Lessonia trabeculata,1,23,10,na,na,#¡DIV/0!,100,,Arbustiva,,
1400,1,kelp,protected,Los Molles,shallow,Catalina y Rodri A.,29-08-17,1,2,,2,Lessonia trabeculata,1,20,3,na,na,#¡DIV/0!,110,,Arbustiva,,
1401,1,kelp,protected,Los Molles,shallow,Catalina y Rodri A.,29-08-17,1,2,,2,Lessonia trabeculata,1,20,4,na,na,#¡DIV/0!,120,,Arbustiva,,
1402,1,kelp,protected,Los Molles,shallow,Catalina y Rodri A.,29-08-17,1,3,,1,Lessonia trabeculata,1,25,5,na,na,#¡DIV/0!,90,,Arbustiva,,
1403,1,kelp,protected,Los Molles,shallow,Catalina y Rodri A.,29-08-17,1,3,,1,Lessonia trabeculata,1,12,2,na,na,#¡DIV/0!,80,,Arbustiva,,
1404,1,kelp,protected,Los Molles,shallow,Catalina y Rodri A.,29-08-17,1,3,,2,Lessonia trabeculata,1,34,15,na,na,#¡DIV/0!,135,,Arborecente,,
1405,1,kelp,protected,Los Molles,shallow,Catalina y Rodri A.,29-08-17,1,3,,2,Lessonia trabeculata,1,19,2,na,na,#¡DIV/0!,110,,Arbustiva,,
1406,1,kelp,protected,Los Molles,shallow,Catalina y Rodri A.,29-08-17,1,4,,1,Lessonia trabeculata,0,0,0,na,na,#¡DIV/0!,0,0,,,
1407,1,kelp,protected,Los Molles,shallow,Catalina y Rodri A.,29-08-17,1,4,,2,Lessonia trabeculata,0,0,0,na,na,#¡DIV/0!,0,0,,,
1408,1,kelp,protected,Los Molles,shallow,Catalina y Rodri A.,29-08-17,2,1,,1,Lessonia trabeculata,0,0,0,na,na,#¡DIV/0!,0,0,,,
1409,1,kelp,protected,Los Molles,shallow,Catalina y Rodri A.,29-08-17,2,1,,2,Lessonia trabeculata,1,22,2,na,na,#¡DIV/0!,95,2,Arbustiva,,
1410,1,kelp,protected,Los Molles,shallow,Catalina y Rodri A.,29-08-17,2,2,,1,Lessonia trabeculata,0,0,0,na,na,#¡DIV/0!,0,0,,,
1411,1,kelp,protected,Los Molles,shallow,Catalina y Rodri A.,29-08-17,2,2,,2,Lessonia trabeculata,0,0,0,na,na,#¡DIV/0!,0,0,,,
1412,1,kelp,protected,Los Molles,shallow,Catalina y Rodri A.,29-08-17,2,3,,1,Lessonia trabeculata,1,13,1,na,na,#¡DIV/0!,100,5,,,
1413,1,kelp,protected,Los Molles,shallow,Catalina y Rodri A.,29-08-17,2,3,,2,Lessonia trabeculata,0,0,0,na,na,#¡DIV/0!,0,0,,,
1414,1,kelp,protected,Los Molles,shallow,Catalina y Rodri A.,29-08-17,2,4,,1,Lessonia trabeculata,0,0,0,na,na,#¡DIV/0!,0,0,,,
1415,1,kelp,protected,Los Molles,shallow,Catalina y Rodri A.,29-08-17,2,4,,2,Lessonia trabeculata,1,20,15,na,na,#¡DIV/0!,100,5,Arbustiva,,
1416,1,kelp,protected,Los Molles,shallow,Catalina y Rodri A.,29-08-17,2,4,,2,Lessonia trabeculata,1,22,17,na,na,#¡DIV/0!,110,4,Arbustiva,,
1417,1,kelp,protected,Los Molles,shallow,Catalina y Rodri A.,29-08-17,3,1,,1,Lessonia trabeculata,0,0,0,na,na,#¡DIV/0!,0,0,,,
1418,1,kelp,protected,Los Molles,shallow,Catalina y Rodri A.,29-08-17,3,1,,2,Lessonia trabeculata,1,15,1,na,na,#¡DIV/0!,175,1,Arborecente,,
1419,1,kelp,protected,Los Molles,shallow,Catalina y Rodri A.,29-08-17,3,2,,1,Lessonia trabeculata,1,35,3,na,na,#¡DIV/0!,150,4,Coalescente,,
1420,1,kelp,protected,Los Molles,shallow,Catalina y Rodri A.,29-08-17,3,2,,1,Lessonia trabeculata,1,20,5,na,na,#¡DIV/0!,150,4,,,
1421,1,kelp,protected,Los Molles,shallow,Catalina y Rodri A.,29-08-17,3,2,,2,Lessonia trabeculata,1,23,2,na,na,#¡DIV/0!,150,3,Arborecente,,
1422,1,kelp,protected,Los Molles,shallow,Catalina y Rodri A.,29-08-17,3,2,,2,Lessonia trabeculata,1,17,3,na,na,#¡DIV/0!,127,3,Arborecente,,
1423,1,kelp,protected,Los Molles,shallow,Catalina y Rodri A.,29-08-17,3,2,,2,Lessonia trabeculata,1,48,8,na,na,#¡DIV/0!,139,3,Arborecente,,
1424,1,kelp,protected,Los Molles,shallow,Catalina y Rodri A.,29-08-17,3,3,,1,Lessonia trabeculata,1,24,3,na,na,#¡DIV/0!,150,4,,,
1425,1,kelp,protected,Los Molles,shallow,Catalina y Rodri A.,29-08-17,3,3,,1,Lessonia trabeculata,1,37,9,na,na,#¡DIV/0!,150,4,,,
1426,1,kelp,protected,Los Molles,shallow,Catalina y Rodri A.,29-08-17,3,3,,2,Lessonia trabeculata,1,17,4,na,na,#¡DIV/0!,147,4,,,
1427,1,kelp,protected,Los Molles,shallow,Catalina y Rodri A.,29-08-17,3,3,,2,Lessonia trabeculata,1,18,1,na,na,#¡DIV/0!,110,3,,,
1428,1,kelp,protected,Los Molles,shallow,Catalina y Rodri A.,29-08-17,3,4,,1,Lessonia trabeculata,1,25,5,na,na,#¡DIV/0!,105,3,Arbustiva,,
1429,1,kelp,protected,Los Molles,shallow,Catalina y Rodri A.,29-08-17,3,4,,1,Lessonia trabeculata,1,24,4,na,na,#¡DIV/0!,120,4,Arbustiva,,
1430,1,kelp,protected,Los Molles,shallow,Catalina y Rodri A.,29-08-17,3,4,,2,Lessonia trabeculata,1,27,9,na,na,#¡DIV/0!,90,4,Arbustiva,,
1431,1,kelp,protected,Los Molles,shallow,Catalina y Rodri A.,29-08-17,3,4,,2,Lessonia trabeculata,1,31,11,na,na,#¡DIV/0!,135,4,Arbustiva,,
1432,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,1,1,,1,Lessonia trabeculata,1,18,10,na,na,#¡DIV/0!,30,5,Arbustiva,,
1433,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,1,1,,2,Lessonia trabeculata,1,20,2,na,na,#¡DIV/0!,120,4,Arborecente,,
1434,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,1,1,,2,Lessonia trabeculata,1,22,2,na,na,#¡DIV/0!,150,4,Arborecente,,
1435,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,1,2,,1,Lessonia trabeculata,1,35,29,na,na,#¡DIV/0!,100,4,Arbustiva,,
1436,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,1,2,,1,Lessonia trabeculata,1,5,5,na,na,#¡DIV/0!,30,5,,,
1437,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,1,2,,2,Lessonia trabeculata,1,17,2,na,na,#¡DIV/0!,75,4,Arbustiva,,
1438,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,1,2,,2,Lessonia trabeculata,1,15,3,na,na,#¡DIV/0!,70,3,"Arbustiva, Coalescente",,
1439,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,1,2,,2,Lessonia trabeculata,1,27,4,na,na,#¡DIV/0!,170,4,Arborecente,,
1440,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,1,3,,1,Lessonia trabeculata,1,22,2,na,na,#¡DIV/0!,150,4,Arborecente,,
1441,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,1,3,,1,Lessonia trabeculata,1,20,2,na,na,#¡DIV/0!,180,4,Arborecente,,
1442,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,1,3,,2,Lessonia trabeculata,1,10,5,na,na,#¡DIV/0!,50,5,,,
1443,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,1,4,,1,Lessonia trabeculata,1,32,4,na,na,#¡DIV/0!,140,3,,,
1444,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,1,4,,1,Lessonia trabeculata,1,20,2,na,na,#¡DIV/0!,140,3,,,
1445,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,1,4,,2,Lessonia trabeculata,1,19,1,na,na,#¡DIV/0!,130,1,Arborecente,,
1446,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,2,1,,1,Lessonia trabeculata,10,< 10,,na,na,#¡DIV/0!,30,,10 reclutas,,
1447,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,2,1,,2,Lessonia trabeculata,1,30,5,na,na,#¡DIV/0!,175,5,Arborecente,,
1448,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,2,1,,2,Lessonia trabeculata,1,25,3,na,na,#¡DIV/0!,100,4,Arborecente,,
1449,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,2,2,,1,Lessonia trabeculata,1,25,5,na,na,#¡DIV/0!,160,3,Arborecente,,
1450,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,2,2,,1,Lessonia trabeculata,1,37,6,na,na,#¡DIV/0!,190,5,,,
1451,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,2,2,,2,Lessonia trabeculata,1,23,3,na,na,#¡DIV/0!,155,4,Arborecente,,
1452,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,2,3,,1,Lessonia trabeculata,0,0,0,na,na,#¡DIV/0!,0,0,,,
1453,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,2,3,,2,Lessonia trabeculata,1,24,2,na,na,#¡DIV/0!,145,3,Arborecente,,
1454,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,2,3,,2,Lessonia trabeculata,1,34,4,na,na,#¡DIV/0!,150,4,Arborecente,,
1455,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,2,4,,1,Lessonia trabeculata,1,30,5,na,na,#¡DIV/0!,145,4,,,
1456,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,2,4,,1,Lessonia trabeculata,1,30,4,na,na,#¡DIV/0!,150,4,,,
1457,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,2,4,,2,Lessonia trabeculata,1,29,6,na,na,#¡DIV/0!,155,4,Arborecente,,
1458,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,2,4,,2,Lessonia trabeculata,1,11,3,na,na,#¡DIV/0!,145,5,Arborecente,,
1459,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,2,4,,2,Lessonia trabeculata,1,45,9,na,na,#¡DIV/0!,165,4,Arborecente,,
1460,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,3,1,,1,Lessonia trabeculata,1,38,2,na,na,#¡DIV/0!,,5,,,
1461,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,3,1,,1,Lessonia trabeculata,1,20,2,na,na,#¡DIV/0!,,5,,,
1462,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,3,1,,2,Lessonia trabeculata,1,25,5,na,na,#¡DIV/0!,150,5,Arborecente,,
1463,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,3,1,,2,Lessonia trabeculata,1,24,4,na,na,#¡DIV/0!,110,4,Arborecente,,
1464,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,3,2,,1,Lessonia trabeculata,1,25,10,na,na,#¡DIV/0!,115,3,Arbustiva,,
1465,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,3,2,,1,Lessonia trabeculata,1,25,6,na,na,#¡DIV/0!,110,5,Arbustiva,,
1466,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,3,2,,2,Lessonia trabeculata,1,25,5,na,na,#¡DIV/0!,140,4,,,
