Series,Subset,Date,Season,Site,Latitude,Longitude,Transect,station,Temperature,Visbility,Depth,Replicate,Species,Phase,Size(cm),Abundance,no. stipes,Biomass,Holdfast Use,Blade Use ,Cover(%),Frondosity,
422,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
423,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
424,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
425,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
426,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
427,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
428,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
429,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
430,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
431,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
432,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
433,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
434,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
435,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
436,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
437,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
438,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
439,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
440,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
441,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
442,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
443,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
444,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
445,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
446,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
447,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
448,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
449,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
450,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
451,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
452,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
453,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
454,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
455,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
456,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
457,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
458,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
459,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
460,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
461,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
462,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
463,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
464,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
465,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
466,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
467,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
468,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
469,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
470,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
471,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
472,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
473,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
474,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
475,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
476,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
477,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
478,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
479,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
480,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
481,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
482,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
483,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
484,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
485,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
486,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
487,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
488,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
489,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
490,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
491,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
492,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
493,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
494,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
495,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
496,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
497,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
498,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
499,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
500,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
501,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
502,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
503,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
504,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
505,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
506,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
507,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
508,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
509,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
510,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
511,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
512,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
513,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
514,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
515,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
516,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
517,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
518,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
519,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
520,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
521,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
522,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
523,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
524,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
525,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
526,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
527,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
528,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
529,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
530,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
531,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
532,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
533,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
534,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
535,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
536,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
537,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
538,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
539,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
540,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
541,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
542,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
543,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
544,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
545,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
546,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
547,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
548,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
549,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
550,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
551,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
552,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
553,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
554,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
555,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
556,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
557,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
558,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
559,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
560,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
561,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
562,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
563,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
564,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
565,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
566,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
567,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
568,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
569,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
570,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
571,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
572,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
573,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
574,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
575,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
576,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
577,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
578,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
579,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
580,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
581,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
582,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
583,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
584,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
585,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
586,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
587,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
588,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
589,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
590,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
591,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
592,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
593,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
594,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
595,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
596,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
597,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
598,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
599,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
600,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
601,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
602,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
603,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
604,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
605,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
606,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
607,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
608,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
609,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
610,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
611,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
612,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
613,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
614,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
615,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
616,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
617,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
618,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
619,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
620,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
621,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
622,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
623,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
624,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
625,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
626,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
627,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
628,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
629,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
630,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
631,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
632,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
633,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
634,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
